"preco","idade","mes_montagem","ano_montagem","km_rodados","combustivel","cavalos_potencia","cor_metalica","cor","cambio_automatico","cilindradas","portas","marchas","impostos","peso","garantia_fabrica","garantia_revendedor","periodo_garantia","abs"
9950,52,"5",2000,65170,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"sim"
11950,56,"1",2000,65000,"Gasolina",110,"sim","Prata","não",1600,5,5,19,1075,"não","não",6,"não"
10450,48,"9",2000,64193,"Gasolina",110,"sim","Cinza","não",1600,3,5,69,1040,"não","sim",3,"sim"
8950,54,"3",2000,64000,"Gasolina",97,"sim","Azul","não",1400,3,5,69,1025,"não","sim",3,"sim"
10250,54,"3",2000,63792,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
9930,53,"4",2000,63635,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1035,"não","sim",3,"sim"
10500,54,"3",2000,63135,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1050,"sim","sim",3,"sim"
11950,54,"3",2000,63123,"Gasolina",110,"sim","Prata","não",1600,4,5,69,1035,"sim","sim",3,"sim"
11500,48,"9",2000,63000,"Diesel",69,"sim","Prata","não",1900,5,5,185,1140,"não","sim",6,"sim"
11500,55,"2",2000,63000,"Gasolina",110,"não","Verde","não",1600,4,5,69,1035,"não","sim",3,"sim"
11450,54,"3",2000,62987,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1080,"não","sim",3,"sim"
9900,56,"1",2000,62751,"Gasolina",110,"não","Vermelha","não",1600,3,5,69,1050,"não","sim",3,"sim"
9500,54,"3",2000,62519,"Gasolina",97,"não","Preta","não",1400,3,5,69,1025,"não","sim",3,"sim"
10500,50,"7",2000,62280,"Gasolina",97,"sim","Verde","não",1400,5,5,85,1060,"não","sim",3,"sim"
10750,50,"7",2000,61672,"Gasolina",110,"não","Azul","não",1600,5,5,85,1075,"não","não",12,"sim"
8950,54,"3",2000,61000,"Diesel",69,"não","Branca","não",2000,5,5,185,1140,"não","sim",6,"sim"
12000,56,"1",2000,61000,"Gasolina",110,"sim","Preta","não",1600,3,5,69,1050,"sim","sim",3,"não"
9940,53,"4",2000,60558,"Gasolina",110,"sim","Azul","não",1600,4,5,19,1105,"não","não",12,"sim"
10950,47,"10",2000,60348,"Gasolina",110,"não","Verde","não",1600,4,5,69,1030,"sim","sim",3,"sim"
10750,54,"3",2000,60239,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
9799,51,"6",2000,59000,"Gasolina",97,"sim","Prata","não",1400,3,5,69,1025,"não","sim",6,"não"
11750,51,"6",2000,58761,"Gasolina",97,"não","Prata","não",1300,5,5,85,1060,"não","sim",12,"sim"
11950,54,"3",2000,58745,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1035,"sim","sim",3,"sim"
11250,52,"5",2000,58596,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1045,"não","sim",3,"sim"
11750,54,"3",2000,58530,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
10950,55,"2",2000,58377,"Gasolina",110,"sim","Preta","não",1600,3,5,69,1050,"sim","sim",3,"não"
11250,56,"1",2000,58142,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
9950,53,"4",2000,57948,"Gasolina",97,"sim","Azul","não",1400,3,5,69,1025,"não","sim",3,"sim"
9700,51,"6",2000,57645,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1080,"não","sim",3,"sim"
11950,47,"10",2000,57500,"Gasolina",110,"sim","Vermelha","não",1600,4,5,19,1105,"não","não",3,"sim"
9900,53,"4",2000,57475,"Gasolina",110,"não","Branca","não",1600,3,5,69,1040,"não","sim",3,"sim"
9990,55,"2",2000,56743,"Gasolina",110,"não","Preta","não",1600,3,5,69,1045,"não","sim",3,"sim"
9475,48,"9",2000,56675,"Gasolina",97,"sim","Vermelha","não",1400,3,5,69,1025,"não","sim",3,"sim"
11500,54,"3",2000,55877,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11950,53,"4",2000,55500,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1035,"sim","sim",12,"sim"
11500,55,"2",2000,54900,"Gasolina",97,"sim","Vermelha","não",1400,5,5,85,1060,"sim","sim",3,"sim"
10500,50,"7",2000,54465,"Gasolina",110,"não","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
10900,46,"11",2000,53700,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11700,52,"5",2000,53561,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11900,51,"6",2000,53408,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"não","não",12,"sim"
13950,51,"6",2000,53268,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1080,"sim","sim",3,"sim"
10950,49,"8",2000,53116,"Gasolina",97,"sim","Vermelha","não",1400,3,5,69,1025,"não","sim",3,"sim"
10500,56,"1",2000,52448,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"sim"
10750,55,"2",2000,52149,"Gasolina",97,"sim","Cinza","não",1400,3,5,19,1085,"não","sim",12,"sim"
11950,55,"2",2000,52141,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1070,"sim","sim",3,"sim"
10000,56,"1",2000,52000,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"não","não",3,"sim"
10495,48,"9",2000,50967,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11450,50,"7",2000,50400,"Gasolina",110,"não","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
9400,54,"3",2000,50000,"Gasolina",97,"sim","Prata","não",1400,3,5,69,1025,"não","sim",3,"sim"
11950,51,"6",2000,50000,"Gasolina",86,"sim","Violeta","não",1300,5,5,69,1045,"sim","sim",12,"sim"
9650,53,"4",2000,49969,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
18950,49,"8",2000,49568,"Gasolina",110,"sim","Cinza","não",1600,3,5,19,1105,"não","sim",3,"sim"
11450,51,"6",2000,49473,"Gasolina",110,"não","Vermelha","não",1600,3,5,85,1055,"sim","sim",3,"sim"
10250,52,"5",2000,49432,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1050,"sim","sim",3,"sim"
11450,48,"9",2000,49417,"Gasolina",110,"sim","Vermelha","não",1600,3,5,69,1045,"sim","sim",3,"sim"
9950,54,"3",2000,49366,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
10500,56,"1",2000,48731,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"sim","sim",3,"sim"
13750,54,"3",2000,48370,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"não","sim",3,"sim"
9950,48,"9",2000,48071,"Gasolina",97,"não","Prata","não",1400,3,5,69,1025,"sim","sim",3,"sim"
10250,54,"3",2000,47852,"Gasolina",110,"sim","Vermelha","não",1600,4,5,69,1030,"não","sim",3,"sim"
10850,54,"3",2000,47768,"Gasolina",110,"não","Preta","não",1600,3,5,85,1055,"sim","sim",3,"sim"
11895,52,"5",2000,47689,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
12950,53,"4",2000,47451,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"não","sim",3,"sim"
11950,50,"7",2000,47219,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
10750,56,"1",2000,47211,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1070,"sim","sim",3,"sim"
9550,54,"3",2000,46856,"Gasolina",97,"não","Vermelha","não",1400,5,5,85,1060,"não","sim",3,"sim"
10950,56,"1",2000,46500,"Gasolina",86,"não","Preta","não",1300,5,5,69,1035,"sim","sim",12,"sim"
11750,52,"5",2000,46449,"Gasolina",110,"sim","Vermelha","não",1600,4,5,69,1035,"sim","sim",3,"sim"
10950,47,"10",2000,46391,"Gasolina",110,"não","Preta","não",1600,5,5,85,1075,"não","sim",12,"sim"
12450,54,"3",2000,46230,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"sim","sim",3,"sim"
10500,52,"5",2000,46029,"Gasolina",110,"sim","Cinza","não",1600,4,5,69,1030,"sim","sim",3,"sim"
10900,50,"7",2000,46000,"Gasolina",97,"não","Vermelha","não",1400,3,5,69,1025,"sim","sim",3,"sim"
12950,50,"7",2000,45900,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1075,"sim","sim",3,"sim"
10950,47,"10",2000,45850,"Gasolina",97,"não","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
12500,56,"1",2000,45336,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
9950,55,"2",2000,44537,"Gasolina",97,"não","Vermelha","não",1400,3,5,69,1025,"não","sim",3,"sim"
10750,56,"1",2000,43700,"Gasolina",86,"sim","Cinza","não",1300,3,5,69,1025,"sim","sim",3,"sim"
12500,48,"9",2000,43120,"Gasolina",97,"sim","Preta","não",1400,3,5,69,1030,"sim","sim",3,"sim"
10450,49,"8",2000,41710,"Gasolina",110,"não","Azul","não",1600,3,5,69,1040,"sim","não",12,"sim"
10750,52,"5",2000,41700,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"sim"
12950,49,"8",2000,41636,"Gasolina",110,"sim","Prata","não",1600,5,5,19,1105,"não","sim",12,"sim"
10995,50,"7",2000,41273,"Gasolina",97,"não","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11950,49,"8",2000,40836,"Gasolina",110,"não","Cinza","sim",1600,3,5,85,1075,"sim","sim",3,"sim"
11250,50,"7",2000,40400,"Gasolina",97,"sim","Vermelha","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11950,47,"10",2000,40361,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1090,"não","sim",3,"sim"
13750,54,"3",2000,40325,"Gasolina",86,"não","Vermelha","não",1300,5,5,69,1045,"não","sim",3,"sim"
11000,47,"10",2000,40000,"Gasolina",110,"não","Preta","não",1600,5,5,85,1080,"não","não",3,"sim"
13500,50,"7",2000,39706,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1080,"não","sim",3,"sim"
10950,54,"3",2000,39291,"Gasolina",110,"sim","Verde","não",1600,3,5,69,1040,"não","sim",3,"não"
10750,54,"3",2000,39000,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
8950,47,"10",2000,38900,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
12950,51,"6",2000,38403,"Gasolina",110,"não","Azul","não",1600,3,5,85,1055,"não","sim",3,"sim"
9750,56,"1",2000,37461,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
10900,54,"3",2000,37000,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"sim"
10995,55,"2",2000,36406,"Gasolina",110,"sim","Cinza","não",1600,4,5,69,1035,"sim","sim",3,"sim"
10750,48,"9",2000,36005,"Gasolina",97,"sim","Preta","não",1400,5,5,85,1065,"sim","sim",3,"sim"
10950,52,"5",2000,36000,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"não","sim",3,"sim"
13000,49,"8",2000,36000,"Gasolina",110,"não","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
12950,45,"12",2000,36000,"Gasolina",110,"sim","Verde","sim",1600,3,5,85,1070,"sim","sim",3,"sim"
11500,52,"5",2000,35823,"Gasolina",110,"não","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
10950,56,"1",2000,35230,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"sim"
11710,48,"9",2000,35142,"Gasolina",110,"não","Vermelha","não",1600,3,5,85,1055,"não","sim",3,"sim"
9980,49,"8",2000,34890,"Gasolina",97,"não","Azul","não",1400,3,5,69,1025,"sim","sim",3,"sim"
12250,51,"6",2000,34882,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11500,46,"11",2000,34000,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11950,56,"1",2000,33998,"Gasolina",110,"não","Verde","não",1600,5,5,85,1080,"sim","sim",12,"não"
11500,55,"2",2000,33230,"Gasolina",110,"não","Vermelha","não",1600,3,5,69,1050,"não","sim",3,"sim"
11900,46,"11",2000,33021,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
11930,49,"8",2000,31999,"Gasolina",97,"não","Preta","não",1400,3,5,69,1030,"não","sim",3,"sim"
10500,52,"5",2000,31579,"Gasolina",97,"não","Vermelha","não",1400,3,5,69,1025,"não","sim",3,"sim"
8950,56,"1",2000,31000,"Gasolina",97,"não","Vermelha","não",1400,3,5,69,1025,"não","não",6,"sim"
10450,46,"11",2000,30806,"Gasolina",97,"sim","Vermelha","não",1400,5,5,85,1060,"sim","sim",3,"sim"
10500,55,"2",2000,30461,"Gasolina",86,"sim","Azul","não",1300,5,5,69,1050,"sim","sim",3,"sim"
12950,50,"7",2000,29686,"Gasolina",110,"sim","Verde","sim",1600,3,5,85,1075,"sim","sim",3,"sim"
9950,55,"2",2000,29650,"Gasolina",86,"não","Vermelha","não",1300,3,6,69,1025,"não","sim",3,"sim"
12900,52,"5",2000,29500,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"sim","sim",3,"sim"
9950,48,"9",2000,28656,"Gasolina",97,"não","Vermelha","não",1400,3,5,19,1085,"não","sim",3,"sim"
9950,55,"2",2000,27500,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"sim"
10950,48,"9",2000,26938,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1040,"não","não",12,"sim"
10950,53,"4",2000,26624,"Gasolina",97,"não","Azul","não",1400,5,5,85,1060,"não","sim",3,"sim"
9950,47,"10",2000,26221,"Gasolina",97,"sim","Azul","não",1400,3,5,69,1025,"não","sim",3,"sim"
10950,50,"7",2000,22648,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"não","sim",3,"sim"
10800,50,"7",2000,22500,"Gasolina",97,"sim","Verde","não",1400,3,5,69,1025,"não","sim",3,"sim"
10500,56,"1",2000,19313,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
10450,50,"7",2000,17619,"Gasolina",110,"não","Verde","não",1600,4,5,69,1030,"não","sim",3,"não"
10600,51,"6",2000,17069,"Gasolina",97,"sim","Verde","não",1400,3,5,69,1025,"não","sim",3,"sim"
10450,48,"9",2000,15000,"Gasolina",97,"sim","Vermelha","não",1400,3,5,69,1025,"sim","sim",3,"sim"
12950,50,"7",2000,10210,"Gasolina",97,"não","Cinza","não",1400,5,5,85,1065,"não","sim",3,"sim"
11250,47,"10",2000,5309,"Gasolina",110,"sim","Verde","sim",1600,3,5,85,1070,"não","sim",3,"sim"
8950,52,"5",2000,31000,"Gasolina",97,"não","Cinza","não",1398,3,5,69,1025,"não","não",3,"sim"
6950,58,"11",1999,205000,"Diesel",72,"sim","Prata","não",2000,4,5,185,1100,"não","sim",3,"sim"
7900,68,"1",1999,204250,"Diesel",72,"não","Preta","não",2000,3,5,185,1115,"não","sim",3,"sim"
5950,68,"1",1999,194545,"Gasolina",86,"não","Vermelha","não",1300,4,5,69,1000,"não","sim",3,"sim"
7500,59,"10",1999,190900,"Diesel",72,"sim","Cinza","não",2000,3,5,185,1115,"não","sim",3,"sim"
7500,62,"7",1999,183500,"Diesel",72,"sim","Prata","não",2000,5,5,185,1140,"não","sim",3,"sim"
6900,65,"4",1999,176184,"Diesel",72,"sim","Cinza","não",2000,3,5,185,1115,"não","sim",3,"sim"
5751,67,"2",1999,174833,"Diesel",72,"não","Vermelha","não",2000,4,5,185,1100,"não","sim",3,"sim"
6950,68,"1",1999,155720,"Gasolina",86,"sim","Verde","não",1300,3,5,69,1015,"não","sim",3,"sim"
7950,67,"2",1999,155500,"Gasolina",110,"sim","Violeta","não",1600,5,5,69,1050,"não","sim",6,"sim"
7750,59,"10",1999,154783,"Diesel",72,"sim","Preta","não",2000,3,5,185,1120,"não","sim",3,"sim"
7950,64,"5",1999,154462,"Diesel",72,"sim","Verde","não",2000,5,5,185,1135,"não","sim",3,"sim"
8250,64,"5",1999,150585,"Gasolina",110,"sim","Azul","não",1600,3,6,85,1065,"não","sim",3,"sim"
6250,67,"2",1999,149000,"Diesel",90,"sim","Azul","não",2000,5,5,64,1135,"não","não",3,"sim"
9500,62,"7",1999,147636,"Diesel",72,"não","Branca","não",2000,5,5,185,1135,"não","sim",3,"sim"
6900,59,"10",1999,144521,"Diesel",72,"sim","Cinza","não",2000,5,5,64,1135,"não","não",3,"sim"
8450,64,"5",1999,144000,"GNV",110,"sim","Preta","não",1600,3,6,72,1065,"não","sim",3,"não"
7350,65,"4",1999,140168,"Diesel",72,"sim","Vermelha","não",2000,3,5,185,1115,"não","sim",3,"sim"
8950,68,"1",1999,140000,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1085,"não","sim",3,"sim"
6900,60,"9",1999,139800,"Diesel",72,"não","Preta","não",2000,3,5,185,1115,"não","sim",3,"sim"
8950,59,"10",1999,137050,"GNV",110,"sim","Vermelha","não",1600,3,5,197,1078,"não","sim",3,"sim"
8750,61,"8",1999,136956,"Gasolina",110,"não","Vermelha","não",1600,3,6,85,1065,"não","sim",3,"sim"
7950,67,"2",1999,135337,"GNV",110,"sim","Vermelha","não",1600,5,5,197,1120,"não","sim",3,"sim"
8950,64,"5",1999,133769,"Diesel",72,"sim","Verde","não",2000,3,5,185,1120,"não","sim",3,"não"
8950,58,"11",1999,133405,"Diesel",72,"sim","Azul","não",2000,5,5,185,1135,"não","sim",3,"sim"
8950,65,"4",1999,132807,"Diesel",72,"sim","Verde","não",2000,5,5,185,1135,"sim","sim",3,"sim"
7950,64,"5",1999,132393,"Diesel",72,"não","Vermelha","não",2000,5,5,185,1135,"não","sim",3,"sim"
7750,60,"9",1999,130270,"Gasolina",110,"não","Azul","não",1600,3,5,69,1050,"não","sim",3,"sim"
7500,59,"10",1999,130000,"Diesel",72,"sim","Cinza","não",2000,4,5,185,1135,"não","sim",3,"não"
8950,67,"2",1999,127000,"Diesel",72,"sim","Vermelha","não",2000,5,5,185,1135,"sim","sim",3,"sim"
9800,67,"2",1999,126800,"Diesel",72,"não","Preta","não",2000,5,5,185,1135,"não","sim",3,"sim"
9450,66,"3",1999,126452,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1085,"sim","sim",3,"sim"
8950,62,"7",1999,125175,"Diesel",116,"não","Vermelha","não",2000,5,5,185,1150,"não","não",3,"sim"
8750,68,"1",1999,125000,"Diesel",72,"sim","Verde","não",2000,3,5,185,1115,"não","sim",3,"sim"
10500,61,"8",1999,123000,"Diesel",72,"não","Azul","não",2000,5,5,185,1135,"sim","sim",3,"sim"
7995,59,"10",1999,121626,"Gasolina",86,"não","Vermelha","não",1300,5,5,69,1050,"não","sim",3,"sim"
10450,64,"5",1999,120400,"Gasolina",110,"não","Preta","não",1600,5,5,85,1090,"não","sim",3,"sim"
9950,66,"3",1999,120000,"Diesel",72,"não","Azul","não",2000,4,5,185,1100,"não","sim",3,"sim"
9950,68,"1",1999,119541,"Gasolina",110,"não","Vermelha","não",1600,3,5,85,1055,"não","sim",3,"sim"
8950,68,"1",1999,119500,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1070,"sim","não",12,"sim"
7950,68,"1",1999,119289,"Gasolina",110,"sim","Prata","não",1600,4,5,69,1035,"sim","sim",3,"sim"
10950,57,"12",1999,118833,"Gasolina",110,"não","Azul","não",1600,3,6,85,1065,"sim","sim",3,"sim"
9950,64,"5",1999,118000,"Diesel",72,"sim","Cinza","não",2000,5,5,185,1150,"não","sim",3,"sim"
8600,68,"1",1999,117955,"Gasolina",110,"sim","Verde","sim",1600,4,5,85,1065,"sim","sim",3,"sim"
7250,65,"4",1999,117609,"Gasolina",86,"não","Prata","não",1300,3,5,69,1015,"não","sim",3,"sim"
6950,68,"1",1999,117000,"Diesel",72,"não","Prata","não",2000,3,5,185,1115,"não","sim",3,"sim"
8000,64,"5",1999,116000,"Gasolina",86,"não","Preta","não",1300,5,5,69,1045,"não","não",3,"sim"
9950,58,"11",1999,115715,"Gasolina",110,"não","Azul","não",1600,5,5,85,1070,"não","sim",3,"sim"
9450,60,"9",1999,115191,"GNV",110,"sim","Vermelha","não",1600,4,5,197,1079,"sim","sim",3,"sim"
7950,68,"1",1999,115071,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"não","sim",3,"sim"
9450,63,"6",1999,115000,"GNV",110,"não","Vermelha","não",1600,3,5,197,1109,"não","sim",6,"sim"
9950,64,"5",1999,114846,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
8250,59,"10",1999,113700,"Gasolina",110,"sim","Verde","não",1600,5,5,19,1065,"sim","sim",12,"sim"
9950,67,"2",1999,113118,"Gasolina",86,"sim","Preta","não",1300,3,5,69,1020,"sim","sim",3,"sim"
8250,59,"10",1999,112827,"Gasolina",86,"sim","Azul","não",1300,5,5,69,1040,"não","sim",3,"sim"
9950,68,"1",1999,112116,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1070,"sim","sim",3,"sim"
10500,66,"3",1999,112000,"Gasolina",110,"sim","Preta","não",1600,3,6,85,1065,"sim","sim",3,"sim"
7950,62,"7",1999,112000,"Diesel",72,"não","Cinza","não",2000,4,5,64,1135,"não","sim",3,"sim"
9750,65,"4",1999,111769,"Gasolina",110,"não","Vermelha","não",1600,3,6,85,1065,"sim","sim",3,"sim"
9250,61,"8",1999,110853,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1070,"não","sim",3,"sim"
9500,68,"1",1999,110287,"Gasolina",110,"sim","Preta","não",1600,3,5,69,1050,"não","sim",3,"não"
9950,62,"7",1999,109547,"Gasolina",110,"não","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
7750,63,"6",1999,109230,"Gasolina",110,"não","Cinza","não",1600,3,5,69,1050,"sim","sim",3,"sim"
9500,68,"1",1999,109150,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
9950,67,"2",1999,108793,"Gasolina",110,"sim","Prata","não",1600,4,5,69,1035,"sim","sim",3,"sim"
9750,64,"5",1999,106784,"Gasolina",110,"não","Azul","sim",1600,3,5,19,1050,"não","sim",12,"sim"
9750,58,"11",1999,105942,"Gasolina",86,"não","Vermelha","não",1300,5,5,69,1040,"sim","sim",3,"sim"
5950,59,"10",1999,105000,"Gasolina",86,"sim","Prata","não",1300,3,5,19,1015,"não","não",3,"sim"
8500,62,"7",1999,105000,"Gasolina",86,"não","Preta","não",1300,5,5,69,1040,"não","não",3,"sim"
8495,68,"1",1999,104299,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1085,"não","sim",3,"sim"
9250,67,"2",1999,104000,"Gasolina",86,"não","Cinza","não",1300,3,5,69,1020,"sim","sim",3,"sim"
6900,68,"1",1999,104000,"Gasolina",86,"sim","Verde","não",1300,3,5,19,1015,"não","não",6,"não"
8950,58,"11",1999,103458,"Gasolina",86,"sim","Vermelha","não",1300,3,5,69,1025,"sim","sim",3,"sim"
9500,63,"6",1999,103400,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
9250,63,"6",1999,102807,"Gasolina",86,"não","Preta","não",1300,5,5,85,1055,"não","sim",3,"sim"
9895,68,"1",1999,102494,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1090,"sim","sim",3,"sim"
9950,57,"12",1999,102300,"Diesel",72,"sim","Azul","não",2000,5,5,185,1135,"sim","sim",3,"não"
7950,61,"8",1999,102106,"Gasolina",110,"não","Azul","não",1600,3,5,69,1050,"não","sim",3,"sim"
8750,68,"1",1999,101889,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
8250,57,"12",1999,101791,"Diesel",72,"não","Verde","não",2000,3,5,185,1115,"não","sim",3,"sim"
8950,63,"6",1999,101469,"Gasolina",110,"sim","Azul","não",1600,3,6,85,1065,"não","sim",3,"sim"
8950,68,"1",1999,101001,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
8950,61,"8",1999,100748,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1070,"não","sim",3,"sim"
8950,65,"4",1999,100550,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
9450,67,"2",1999,99781,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1085,"não","sim",3,"sim"
8950,59,"10",1999,98658,"Gasolina",86,"sim","Prata","não",1300,3,5,69,1020,"não","sim",3,"sim"
9250,65,"4",1999,98500,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"não","não",3,"sim"
8750,64,"5",1999,98291,"Gasolina",86,"não","Verde","não",1300,4,5,69,1000,"não","sim",12,"não"
9950,61,"8",1999,97648,"Gasolina",110,"sim","Bege","não",1600,3,6,85,1065,"sim","sim",3,"sim"
9950,61,"8",1999,97425,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1075,"não","sim",3,"sim"
9900,65,"4",1999,97173,"Gasolina",86,"não","Azul","não",1300,3,5,69,1015,"sim","sim",3,"sim"
8950,66,"3",1999,97046,"Gasolina",86,"sim","Cinza","não",1300,4,5,69,1000,"não","sim",3,"sim"
8950,67,"2",1999,96000,"Gasolina",110,"sim","Preta","não",1600,3,5,69,1050,"não","sim",3,"sim"
12250,60,"9",1999,96000,"Diesel",72,"não","Vermelha","não",2000,4,5,185,1100,"não","sim",3,"sim"
9250,67,"2",1999,95750,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1070,"não","sim",6,"sim"
10250,61,"8",1999,95147,"Gasolina",110,"sim","Prata","não",1600,3,5,85,1050,"não","sim",6,"não"
8950,68,"1",1999,95000,"Gasolina",110,"não","Vermelha","não",1600,3,5,69,1050,"sim","sim",3,"sim"
7999,65,"4",1999,95000,"Gasolina",110,"sim","Prata","não",1600,3,5,69,1050,"não","sim",6,"sim"
9900,66,"3",1999,94606,"Gasolina",110,"não","Preta","não",1600,3,5,85,1065,"não","não",6,"sim"
8250,63,"6",1999,94504,"Gasolina",86,"sim","Vermelha","não",1300,4,5,69,1000,"sim","sim",3,"sim"
10500,65,"4",1999,93428,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
8450,65,"4",1999,93408,"Gasolina",86,"não","Azul","não",1300,3,5,69,1015,"não","sim",3,"sim"
9900,68,"1",1999,93296,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1090,"sim","sim",3,"sim"
10500,62,"7",1999,93098,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
8500,67,"2",1999,92922,"Diesel",72,"sim","Verde","não",2000,4,5,185,1100,"não","sim",3,"sim"
9500,61,"8",1999,92498,"Gasolina",110,"sim","Verde","não",1600,3,5,69,1050,"sim","sim",3,"sim"
9450,65,"4",1999,92226,"Gasolina",110,"não","Vermelha","não",1600,3,6,85,1065,"não","sim",3,"sim"
9900,68,"1",1999,91505,"Diesel",72,"não","Vermelha","não",2000,3,5,185,1115,"não","sim",3,"sim"
8250,64,"5",1999,91333,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1050,"não","sim",3,"sim"
